Summary Nr,Event Date,SIC,&nbsp;,Fat,Event Description,Report ID
200675429,07/27/2005,1751,1922,X,Employee Dies In Fall While Installing Sheathing,0418800
201070463,01/03/2007,0761,2904,&nbsp;,Employee Is Injured When Run Over By Forklift,0950632
202452934,06/21/2006,2813,886,&nbsp;,Employee'S Arm Is Injured In Palletizer Machine,0950642
200001550,12/26/2002,7532,24,X,Employee Dies Due To Smoke Inhalation From Fire,0728500
201620630,02/06/2001,2411,110,&nbsp;,"Employee #1 Was Struck In The Leg By A Tree Limb, Fracture",1054116
201492899,06/18/2009,7363,126,&nbsp;,Employee Sustains Reported Spider Bite,0950625
202449534,06/26/2008,8221,545,&nbsp;,Employee'S Finger Is Amputated By Hedge Trimmer,0950633
200813053,06/10/2010,1311,45,X,Employee Is Electrocuted,0627510
200621530,07/27/2001,2411,10149,X,Employee Killed When Struck By Falling Tree,0454713
201250305,03/14/2010,4911,50,X,"Employee Grabs An Energized Line, Is Electrouted And Dies",0257240
202453049,10/23/2006,4813,483,&nbsp;,Employee'S Leg Is Fractured In Fall From Utility Pole,0950642
201074374,04/24/2009,7699,10,&nbsp;,Employee Receives Burns From Welding Exposion,0950632
312353824,03/29/2008,5012,183,X,Employee Falls From Railcar And Dies From Injuries,0950614
201363652,03/21/2011,1731,14,X,Electric Shock - Direct Contact With Energized Parts,0419400
202485561,05/16/2007,8221,224,&nbsp;,Employee Is Injured In Arc Flash Fire,0950621
202553012,03/04/2011,5051,2,&nbsp;,Employee Cleaning Jammed Material Amputates Three Fingers,0950631
201148590,12/12/2006,3463,933,&nbsp;,Employee'S Fingers Amputated When Caught Between Falling Die,0950631
200741478,10/24/2003,2421,5680,&nbsp;,Employee Injured After Being Caught In Screw Conveyor,0213100
201621323,05/28/2003,2421,6164,&nbsp;,Employee Injured When Caught Between Conveyor And Stamper,1054116
201701422,07/19/2002,0191,9144,X,Employee Killed When Crushed Under Overturned Tractor,1054115
200553980,06/15/2005,4841,5911,X,Employee Is Killed When Cable Contacts Power Line,0625700
170865315,07/16/2003,1611,73,&nbsp;,Employee Is Injured When Thrown Off Asphalt Sealcoat Machine,0950622
201023033,10/14/2010,2084,157,&nbsp;,Employee Fractures Femur In Fall Up Steps,0950615
202351169,09/11/2003,3411,1169,&nbsp;,Employees Burned With Sulfuric Acid,1055340
201184983,08/21/2009,4785,147,&nbsp;,Worker Amputates Index Finger In Saw Accident,0950611
201282811,09/04/2007,1541,151,X,Employee Crushed By Falling Crane,0418100
200170538,02/09/2004,1731,272,X,Employee Electrocuted While Dismantling Electric Equipment,0257260
201174919,02/26/2004,4225,478,&nbsp;,Employee Is Pinned Between Pallets And Forklift,0950621
201054954,01/13/2001,3552,1080,&nbsp;,Employee'S Arm Caught Between Two Objects,0950642
201105293,07/16/2004,3496,2049,&nbsp;,Employee Amputates Finger While Operating Metal Press,0950624
201637196,09/21/2007,"7349,8221",104,&nbsp;,Employee Crushes Hand On Baler,1054111
201495041,03/25/2011,9223,3,&nbsp;,Corrections Officer Trips Over Cord And Fratures Ankle,0950625
202601977,06/17/2011,9224,3,X,Firefighter Dies After Being Struck By Collapsing Wall,0551703
101752160,08/12/2005,1521,1893,X,Employee Electrocuted While Connecting Residential Power,0830600
201083250,10/05/2001,0174,256,&nbsp;,Employee Injured When Arm Caught In Conveyor Belt,0950625
200624476,08/28/2007,1521,16,X,Employee Dies At Work Of Undetermined Cause,0454722
201035748,02/10/2003,3721,746,&nbsp;,Electrician Sustains Back Injury From Cumulative Lifting,0950635
200812907,08/12/2009,3561,1217,X,Employee Is Killed When Caught By Rotating Shaft,0627400
202367835,12/29/2008,8211,1,X,Worker Experiences Difficulty In Breathing And Dies,1055350
201796570,11/04/2002,2511,2025,&nbsp;,Employee'S Middle Finger Partially Amputated By Shaper,0950644
201127545,03/30/2010,1731,44,&nbsp;,Burn - Electrical Fault In Electrical Cabinet,0950613
201175064,03/11/2004,5162,952,&nbsp;,Employee Injures Fingers While Operating Table Saw,0950621
202585519,02/05/2009,7999,14,&nbsp;,Employee Is Injured When Ejected From Vehicle,0950612
201034295,05/31/2002,2911,55,&nbsp;,Employee Burned By Discharge Of Hot Water In Coker Drum,0950635
100540376,10/17/2001,8051,66,&nbsp;,Five Employees Suffer From Apparent Carbon Monoxide Exposure,0317500
201068871,02/21/2005,1711,409,&nbsp;,Employee Is Injured When Pinned By Aerial Lift,0950632
200823235,03/18/2006,1751,4948,X,Employee Is Killed In Fall Through Floor Hole,0521400
201797222,08/16/2003,2813,6,&nbsp;,Employee Injured While Spiking Gas Cylinders,0950644
200840809,11/27/2002,4213,8664,X,Employee Killed In Fall From Trailer,0524530
201033743,05/10/2001,1629,2495,&nbsp;,Employee'S Finger Amputated When Caught By Hoist,0950635
201126638,11/28/2007,2064,93,&nbsp;,Employee Lacerates Finger While Cleaning Roller,0950613
200261543,07/20/2001,2015,4998,X,Employee Struck By Equipment,0627100
200993871,10/04/2005,0783,37,X,Tree Chipper Operator Dies From Heart Attack,0551800
202341863,05/22/2007,1771,396,&nbsp;,Employee #1'S Head Is Fractured When Struck By Flying Hose,0215000
201506185,01/05/2006,1522,549,&nbsp;,Employee Sustains Laceration To Hand In Sawing Operation,0950614
202365474,01/04/2006,4813,5178,X,Employee Is Struck And Killed By Train At Vehicle Crossing,1055350
202489803,11/23/2009,1761,707,&nbsp;,Worker Is Injured In Fall From Roof,0950621
202260618,04/15/2002,1799,9440,X,Employee Killed By Earth Moving Equipment,0257230
201502283,02/26/2001,1731,2585,&nbsp;,Employee Fractures Wrist In Fall From Ladder,0950614
202461976,03/31/2007,0174,3592,X,Employee Is Killed From Electric Shock,0420600
202463188,02/17/2006,9621,2523,&nbsp;,Employee Is Not Injured When Struck By Object,0950643
200553329,04/16/2004,1721,7354,X,Employee Is Killed In Fall Into River,0625700
201128295,06/14/2011,1796,13,&nbsp;,Employee'S Fingers Are Amputated During Elevator Servicing,0950613
201169851,11/02/2007,1771,1475,&nbsp;,Employee Injured When Struck By Falling Crane Load,0950641
201622164,01/16/2007,2411,3842,X,Employee Is Killed In Vehicle Accident,1054116
201504966,07/14/2004,1761,168,&nbsp;,Employee Burned Hand In Bucket Of Hot Liquid Asphalt,0950614
201165164,07/09/2003,2844,170,&nbsp;,Employee Injures Fingertip In Rotating Valve,0950641
200210888,07/07/2001,1381,10202,X,Employee Killed When Struck In Head By Pipe Rack,0626000
201103926,04/25/2003,1521,6307,&nbsp;,Employee Injured In Fall From Scaffold,0950624
202180204,10/19/2007,8221,6,X,Employee Dies Of Air Embolism While Scuba Diving,0253660
200041481,03/06/2009,1389,10,X,Employee Dies After Being Struck By Well Valve Assembly,0653510
201506235,10/06/2005,1799,16,&nbsp;,Employee Is Burned When Gas Soaked Clothes Ignite,0950614
200712008,08/14/2003,4911,2580,X,Employee Is Electrocuted While Changing Pole,0636900
201123031,01/26/2001,7363,8944,&nbsp;,Employee Injured While Cleaning Meat Mixer,0950613
201490133,08/23/2007,5171,326,&nbsp;,Employee Sustains Burns To Body From Propane Gas,0950625
200673960,08/26/2002,1611,8992,X,Employee Is Killed When Run Over By Backing Dump Truck,0418800
202368742,03/01/2011,5191,10,X,Driver Is Found Dead Under Truck,1055330
202484382,11/03/2006,8221,2093,&nbsp;,Bus Driver Is Injured When Struck By Bus,0950621
200676302,10/12/2006,1793,1345,&nbsp;,Employee Fractures Leg In Fall From Scaffold,0418800
202086930,09/15/2004,2448,2060,&nbsp;,Employee Fractures Arm In Machine,0524700
201088127,05/17/2006,3537,1456,&nbsp;,Employee'S Finger Crushed In Shear,0950625
200623171,02/02/2004,4911,5927,X,Employee Dies After Fall From Boom Truck,0454734
201362019,06/08/2003,3312,8184,X,Employee Is Killed When Crushed In Pivoting Furnace Roof,0419400
200580066,06/23/2004,4953,284,X,Employee Is Killed When Truck Strikes Wall,0257250
202356671,05/15/2005,4911,69,&nbsp;,Employee Is Shocked And Burned,0352440
201633005,10/08/2002,3325,2053,&nbsp;,Employee'S Fingers Amputated By Chain,1054112
201751419,08/01/2005,5093,14,X,Employee Is Killed In Fall Into Shredder,0830600
202355327,06/22/2004,1721,680,&nbsp;,Painter Sustains Contusions In Fall From Second Story,0352430
201148319,08/25/2006,3399,594,&nbsp;,Employee'S Fingers Are Crushed By Shear,0950631
200822849,03/03/2005,1791,209,&nbsp;,Employee Lacerates Forehead In Fall To Ground,0521400
202271516,08/27/2006,9224,474,X,"Two Employees Are Killed, Two Are Injured At Fire Scene",0253650
201523024,05/23/2007,1623,1126,&nbsp;,"Employee Is Struck By Pipe, Fractures Face",0111500
201204344,03/04/2010,7538,11,X,Worker Dies Of Possible Cardiac Arrest,1054114
171061997,01/04/2002,5311,801,X,Employee Dies From Apparent Heart Attack,0854910
202466157,06/08/2008,1522,13,X,Transient Man Found Dead In Construction Office,0950643
200771459,12/17/2001,1761,7901,&nbsp;,Three Employees Injured In Scaffold Collapse,0134000
201166105,09/29/2004,1521,28,&nbsp;,Employee Injures Spine In Fall From Mobile Scaffold,0950641
201168713,12/04/2006,1522,1304,&nbsp;,Drywall Installer Sustains Fractures In Fall From Platform,0950641
202490785,06/23/2010,9223,1,&nbsp;,Six Employees Suffer Respiratory Irritation From Solvents,0950621
201390861,10/30/2004,1761,26,X,Employee Electrocuted While Using Portable Grinder,0552652
201037447,07/26/2005,1629,5763,X,Employee Is Killed When Crushed By Truck,0950635
200263945,09/13/2010,5211,475,X,Employee Is Killed In Fall From Rolling Ladder Tower,0627100
202626792,09/28/2010,9511,2,&nbsp;,Employee Falls 27 Feet Into Well,0352440
201168721,01/26/2007,4213,3800,X,Employee Is Killed When Run Over By Truck,0950641
200371417,02/05/2001,3568,1075,&nbsp;,Two Employees Burned By Sodium Hydroxide,0454510
202340428,04/03/2003,4492,62,X,Employee Died Of Asphyxia In Confined Space,0215000
201036597,08/31/2001,2051,140,&nbsp;,Employee Left Arm Caught In Mixer,0950635
201612413,02/05/2003,0181,6552,&nbsp;,Employee Injured When Run Over By Tractor,1054113
200773349,08/01/2004,1721,38,&nbsp;,Employee Is Injured In Fall From Balcony,0134000
200530053,09/30/2005,1761,5518,X,Employee Killed In Fall From Edge Of Roof,0751910
200783595,08/10/2005,1751,4043,X,Employee Is Injured In Fall From Work Platform,0626300
201116209,10/27/2002,0724,2030,&nbsp;,Employee Finger Amputated While Cleaning Press Tamper,0950643
170205280,04/19/2001,1541,2507,&nbsp;,Employee'S Thumb Amputated By Saw,0950611
200053627,09/08/2009,1611,1147,X,Employee Is Killed When Struck By Flying Object,0728900
200357366,03/10/2009,1629,180,X,Employee Dies Of Heart Attack,0453710
201505765,02/22/2005,5093,63,X,Employee Is Killed When Crushed By Compactor,0950614
200623791,05/25/2006,9229,5,X,Employee Dies Attempting Water Rescue,0454732
201486941,09/29/2004,1761,4784,&nbsp;,Employee Is Injured In Fall From Roof,0950622
201069838,04/27/2006,7353,4776,X,Employee Is Killed When Pinned Under Caterpillar,0950632
201493442,02/08/2010,2448,312,&nbsp;,Employee Fractures Arm When Caught In Conveyor Shaft,0950625
202467981,03/30/2009,1522,505,&nbsp;,Employee Fractures Back In Fall Through Weakened Floor,0950643
170835490,05/01/2007,1711,479,&nbsp;,Employee Amputates Fingers In Sheet Metal Shear,0950615
202357786,11/04/2005,5812,572,&nbsp;,Two Employees Are Burned When Butane Cylinder Explodes,0352450
202495669,03/13/2007,2951,14,&nbsp;,Employee Amputates Thumb On Truck'S Booster Wheel Assembly,0950612
170815013,03/12/2007,4212,60,X,Employee Suffers Fatal Burns When Truck Strikes Oil Wells,0950664
202340097,10/24/2001,1795,64,X,Five Employees Killed In Scaffold Collapse,0215000
200201432,08/06/2001,5051,10110,X,Employee Killed When Struck By Overhead Crane,0418200
100073113,03/25/2006,5142,2479,&nbsp;,Employee Is Struck By Electric Arc And Seriously Burned,0453720
201923042,10/31/2003,3296,164,X,Employee Is Electrocuted By Exposed Electrical Conductor,0626700
201991528,02/26/2005,7549,6252,X,Employee Is Killed When Crushed By Car Falling Off Forklift,0950411
200622223,11/21/2002,1611,4267,&nbsp;,Three Employees Injured When Struck By Striping Truck,0454713
201158920,04/14/2004,5311,5280,&nbsp;,Employee Is Injured In Fall From Shelving,0950633
202450011,08/03/2005,0782,5734,X,Employee Is Killed When Caught Between Cage And Skid Steer,0420600
202539011,05/21/2008,1731,21,&nbsp;,Electrician Is Burned By Arc Flash At Electric Panel,0950641
201282332,04/29/2006,8999,12,X,Employee Is Struck By Falling Coworker,0418100
200782977,10/22/2003,1794,313,X,Employee Dies After Being Buried In Trench Cave-In,0626300
200712362,08/16/2004,5153,45,X,Employee Dies Of Asphyxia In Grain Silo,0636900
201922390,10/14/2001,2822,1531,X,Employees Dies From A Heart Attack,0626700
200783629,08/16/2005,1791,5696,X,Employee Is Killed In Fall From Roof,0626300
201490869,06/30/2008,0761,2161,X,Employee Is Killed When Caught Between Truck And Tractor,0950625
202446019,02/01/2007,4225,451,&nbsp;,Employee'S Foot Fractured Between Forklift And Post,0950633
171060486,01/22/2001,1731,843,&nbsp;,Electric Shock - Contact With Overhead Line Thru Conductor,0854910
201404720,01/01/2001,1796,26,&nbsp;,Burn - Electrical Fault In Underground Cable,0552651
200784486,06/03/2008,4213,1165,X,Employee Dies After Being Struck By Tarp Arm,0626300
201089836,07/04/2007,5621,1089,&nbsp;,Employee Fractures Hip In Fall,0950625
200374692,10/19/2008,7999,3,X,Employee Is Killed When Ride Counter Weight Strikes,0454510
200676872,07/13/2007,1771,3226,X,Employee Killed In Fall Over Side Of High Rise,0418800
170835144,05/03/2006,1761,172,&nbsp;,Employee Is Burned By Hot Asphalt,0950615
201143369,12/10/2002,5199,891,&nbsp;,Employee Amputates Two Fingers In Paper-Cutting Machine,0950631
200741049,12/10/2001,1542,199,&nbsp;,Employee Injured From Flying Object Of Sprinkler System,0213100
201107356,11/29/2005,4212,20,X,Employee Dies Of Non-Work-Related Heart Attack,0950624
202085775,02/09/2001,1629,10623,X,Employee Killed When Fell Into Tunnel,0524700
200925501,08/14/2008,4953,2036,X,Employee Is Run Over By Truck And Is Killed,0355121
202518346,06/27/2008,0761,269,&nbsp;,Employees Shoulder Is Fractured In Overturned Tractor,0950624
201796554,12/05/2002,2711,2567,&nbsp;,Employee Amputates Finger In Newspaper Press Accident,0950644
201020864,06/01/2006,7361,1084,&nbsp;,Employee'S Fingers Are Amputated In Food Equipment,0950615
201043775,05/19/2008,1799,2310,X,Employee Is Killed When Struck By Pipe,0953220
202601415,12/21/2009,3411,206,&nbsp;,Employee Injures Hand Between Machine Rollers,0950633
201521770,07/24/2003,1751,5971,&nbsp;,Employee Is Injured In Fall From Second Floor Foyer,0111500
200451680,09/07/2004,3011,6839,X,Employee Is Killed While Performing Electrical Work,0418600
201691185,10/29/2003,2511,800,&nbsp;,Employee Amputates Two Fingers Using An Unguarded Table Saw,0950662
202349601,03/18/2004,8211,7428,X,Employee Is Killed In Fall From Tower,0352450
171060734,03/15/2001,1521,911,&nbsp;,Employee Fractured Lumbar Vertebrae In Fall From Roof,0854910
200357945,07/12/2009,7997,28,X,"Employee Is Shot In Fight, Later Dies",0453710
201486362,05/12/2004,1611,2159,&nbsp;,Employee Fractures Leg When Struck By Hydraulic Ram,0950622
202506929,03/18/2009,1795,1538,X,Employee Is Killed When Struck By Motor Vehicle,0950622
201117157,01/09/2004,1761,5537,&nbsp;,Employee Is Injured In Fall From Roof,0950643
200011633,12/21/2002,5813,8592,X,Employee Killed In Elevator Shaft Fall,0729300
201763760,12/28/2010,3498,3,X,"Employee Injures Leg On Dumpster, Later Dies From Infection",0626600
200032456,06/09/2005,3316,2927,X,Employee Is Struck By Heavy Load And Dies Afterwards,0521700
200540763,03/08/2002,4953,7638,X,Employee Injured When Hit By A Truck,0317500
000901850,05/23/2002,1622,9314,X,Employee Is Killed When He Falls From A Scaffold,0355114
201321346,11/19/2008,5172,1499,X,Employee Dies After Fall From Tank Trailer,0317900
200356012,01/24/2007,1791,45,X,Employee Falls To Lower Elevation And Later Dies,0453710
201272556,04/16/2007,0783,3542,X,Employee Is Killed While Tree Trimming,0418300
201522083,06/25/2004,1799,3478,&nbsp;,Employee Is Injured When Struck By Tree,0111500
201343530,02/25/2004,4959,26,X,Employee Performing Maintenance,0729700
201039021,02/02/2007,2499,897,&nbsp;,Employee'S Thumb Amputated When Caught In Saw,0950635
171010671,05/08/2002,4215,126,&nbsp;,Employee Is Hospitalized With A Broken Ankle,0950631
202351953,04/09/2003,4212,8322,X,Employee Killed When Caught Between Building And Trash Truck,0352440
200822674,10/14/2004,3452,3268,&nbsp;,Employee Is Injured When Struck By Forklift,0521400
201178027,05/21/2005,7361,24,&nbsp;,Employee Injures Hand While Operating Jump Saw,0950621
201177037,11/16/2004,1751,30,&nbsp;,Employee Injured In Fall From Bed Of Pickup Truck,0950621
170761126,01/01/2003,1761,585,X,Employee Electrocuted When Metal Roofing Strikes Power Line,0551800
200022341,01/30/2001,1771,10655,X,Employee Killed By Falling Material And Platform Collapse,0214200
200150928,11/14/2004,1521,6569,X,"One Killed, One Injured When Ladder Strikes Power Line",0214700
200451359,12/10/2002,1623,8628,X,Employee Killed When Run Over By Truck,0418600
201173598,02/20/2003,1742,15,&nbsp;,Employee'S Finger Amputated When Caught By Trailer Hitch,0950621
170766471,09/11/2009,2084,882,&nbsp;,Employee'S Arm Is Injured By Conveyor,0950615
201508918,07/10/2008,7363,23,&nbsp;,Employee Experiences Heat Illness,0950614
201179371,03/31/2006,7349,171,&nbsp;,Employee Lacerates Toes While Using Circular Saw,0950621
202469722,01/04/2011,1794,1,&nbsp;,Employee Is Burned By Electric Shock From Underground Line,0950643
202089686,03/11/2011,5113,54,&nbsp;,Employee Amputates Finger While Operating Bandsaw,0524700
200212132,09/06/2006,1731,7,X,Employee Electrocuted Pulling Conductors Through Plenum,0626000
201073228,11/18/2008,8011,1,&nbsp;,Employee Is Exposed To Chemical Toxins,0950632
202086484,04/25/2003,3714,188,&nbsp;,Employee Injured When Hand Lacerated By Hydraulic Press,0524700
200151348,11/28/2008,7363,1750,X,Employee Is Killed When Trampled By Crowd,0214700
200041101,01/27/2006,1389,5107,X,Employee Is Killed When Struck By Flying Object,0653510
200541464,08/04/2006,5511,4395,X,Employee Is Killed In Fall Down Elevator Shaft,0317500
202627824,10/27/2010,1622,38,&nbsp;,Highway Worker Sustains Injuries When Struck By Truck,0950633
201492428,03/03/2009,7361,192,&nbsp;,Employee'S Arm Is Fractured When Caught By Rollers,0950625
201109600,01/24/2007,1542,409,&nbsp;,Employee Sustains Lacerations While Using Circular Saw,0950624
201859477,10/11/2007,1791,2919,X,Employee Killed In Fall Through Roof Under Construction,0452110
201521192,05/09/2001,3429,2576,&nbsp;,Steel Bar Falls And Fractures Supervisor'S Foot,0111500
201173622,04/09/2003,2411,6374,&nbsp;,Employee Injured When Finger Crushed Against Conveyor,0950621
201800539,10/07/2005,2653,1667,&nbsp;,Employee Amputates Finger Tip In Unguarded Pusher,0950644
201020286,02/19/2004,1721,49,&nbsp;,Employee Dies Due To Asphyxia,0950615
200532984,04/17/2009,2038,3,&nbsp;,Employee Amputates Finger While Stacking Pallets,0751910
202529129,11/05/2008,1389,623,&nbsp;,Employee Falls On Same Level And Fractures His Tibia And Fib,0950664
200674430,07/17/2003,0782,8079,X,Employee Killed After Driving Lawn Mower Into Pond,0418800
202597183,06/26/2009,5049,146,&nbsp;,Employee Receives Electric Shock From Breaker Switch,0352440
200673424,08/16/2001,4953,10082,X,Employee'S Killed After Clothing Becomes Caught In Roller,0418800
201106408,05/31/2004,7361,59,&nbsp;,Employee Partially Amputates Big Toe In Wrapper,0950624
202334124,03/10/2010,9221,111,X,Employee Dies At Home Of Apparent Heart Attack,0253420
202344719,10/28/2004,4212,689,X,"Employee Injured In Fall From Waste Truck, Dies In Two Days",0420600
201071479,10/15/2007,7359,2200,&nbsp;,Employee Is Injured In Fall From Lift Gate,0950632
202367298,02/21/2008,1751,2553,X,Employee Is Killed When Crushed Between Beam And Lift,1055330
200642783,10/20/2003,4911,234,X,Employee Is Electrocuted While Upgrading Electrical Service,0627700
200675742,12/01/2005,4813,5281,X,Employee Is Killed In Fall From Ladder,0418800
202445094,12/07/2006,4513,431,&nbsp;,Supervisor Sustains Fracture When Pushed Into Tow Tractor,0950633
201102894,04/29/2002,2084,7463,&nbsp;,Employee Injured When Trapped Under Forklift,0950624
170871883,01/11/2002,5311,150,&nbsp;,Employee Breaks Hip When He Falls To The Floor,0950621
202086153,10/11/2002,1542,8816,X,Employee Killed After Fall From Roof Decking,0524700
201405180,04/17/2001,1794,10410,X,Employee Killed In Cave In,0552651
202447827,10/13/2007,3272,219,&nbsp;,Employee Is Injured When Pinned By Falling Bundle Of Tubes,0950633
200631711,09/06/2007,2411,3013,X,Employee Is Killed While Felling Tree,0316400
201690278,10/30/2001,1721,8056,&nbsp;,Employee Injured In Fall From Ladder,0950662
200602654,06/15/2004,4953,7183,X,Employee Is Killed When Ejected From Vehicle And Crushed,0625400
201621810,01/27/2005,8211,5045,X,Employee Dies After Fall From Extension Ladder,1054116
202527875,05/26/2008,0761,159,&nbsp;,Employee Receives Burns In Flash Fire,0950612
201178688,10/09/2005,0761,57,&nbsp;,Farm Worker Injured Back In A Fall From A Ladder,0950621
201087012,01/05/2006,7361,1585,&nbsp;,Employee'S Finger Is Crushed By Room Divider,0950625
101870269,01/22/2002,4212,9655,X,Employee Killed When Neck Broken In Fall From Log Loader,0830100
201107125,10/24/2005,8361,1807,&nbsp;,Employee Suffers Knee Injury While Running,0950624
200801611,05/30/2006,2621,519,&nbsp;,Two Employees Are Burned In Weak Black Liquor Release,0523300
202454112,10/22/2007,1761,1,&nbsp;,Employee Injured In Fall From Narrow Plank,0950642
201057288,03/12/2003,5092,134,&nbsp;,Employee Injures Foot When Forklift Falls Off Dock,0950642
200529204,11/01/2004,3444,1535,&nbsp;,Employee Suffers Amputated Fingers,0751910
201021425,11/06/2007,1623,19,&nbsp;,Employee Injures Leg In Fall While Removing Trough,0950615
201202165,06/09/2003,3716,6106,&nbsp;,Employee Is Injured In Fall From Scaffold,1054114
170078760,10/15/2001,2436,2126,X,Employee Falls From An Unsecured Ladder,1055340
202467619,06/08/2009,9223,474,X,Inmate Drowns While Cleaning Pool,0950643
201523842,02/15/2011,3429,71,&nbsp;,Employee Amputates Finger In Trim Press,0111500
201101904,05/14/2001,2434,2493,&nbsp;,Employee Contacts Blade And Has Thumb Amputated,0950624
202539730,11/22/2008,1522,73,&nbsp;,Employee In Trench Is Injured By Gas Explosion,0950641
201345584,12/29/2010,4212,5,X,Employee Is Killed When Struck And Run Over By Garbage Truck,0729700
200532364,04/04/2008,3441,829,&nbsp;,Employee Amputates Finger While Cutting Metal,0751910
202076287,01/07/2005,5231,387,X,"One Employee Dies, Three Others Burned After Explosion",0453730
200677235,03/20/2008,5082,10,X,Employee Is Struck And Killed By Grader,0418800
201144755,12/31/2003,5046,22,&nbsp;,Fall From Cherry Picker Injures Employee,0950637
201923646,03/23/2005,1799,371,&nbsp;,Eleven Employees Injured In Fire And Explosion At Refinery,0626700
201038080,12/15/2005,1742,3717,&nbsp;,Employee Is Injured In Fall,0950635
201108552,08/09/2006,0175,5,&nbsp;,Employee Picking Apples Experiences Dehydration,0950624
201407962,10/17/2007,1522,2891,X,Employee Killed In Fall From Extension Ladder,0552651
201508496,04/02/2008,4213,27,&nbsp;,Truck Driver Finger Is Amputated By Radiator Fan Blade,0950614
201174075,09/11/2003,1522,2293,&nbsp;,Employee Fractures Ankle In Fall From Second-Floor Deck,0950621
200052991,06/19/2007,1794,3321,X,Employee Killed When Excavation Caves In,0728900
202271987,03/12/2009,9511,16,X,Employee Collapses And Dies While Lifting Garbage,0253650
202585899,04/01/2009,2653,501,&nbsp;,"Employee Is Run Over By Cart, Fractures Toes",0950612
200374908,07/21/2009,4911,3,X,Employee Is Killed While Relocating Power Lines,0454510
200824209,06/01/2009,1711,58,&nbsp;,Employee Is Injured In Trench Cave-In,0521400
171111396,03/19/2001,1721,10514,X,Employee Killed When Scissor Lift Tipped Over,0551800
201156924,12/20/2002,3792,1146,&nbsp;,Employee Injures Right Arm When Caught By Saw Blade,0950633
201352309,10/09/2003,"4231,3449",7867,X,Employee Killed When Struck By A Crane Sheav,0419700
201942414,01/20/2007,7992,73,X,Employee Is Killed When Cart Rolls Over,0951510
201175304,01/23/2004,1799,5494,&nbsp;,Employee Is Injured When Crushed By Load Of Granite,0950621
202088225,06/04/2007,1761,1110,&nbsp;,Employee Falls From Roof And Fractures Leg,0524700
202444329,07/10/2006,3272,3,&nbsp;,Employee Slips And Falls During Manufacturing Operation,0950633
201070703,11/06/2006,1721,15,&nbsp;,Painter Is Injured In Fall,0950632
202340873,10/04/2005,1622,4,X,Carpenter Falls From Bridge Pier And Drowns,0215000
201106655,08/03/2005,7361,142,&nbsp;,Employee Amputates Finger While Working On Conveyer Belt,0950624
