Summary Nr,Event Date,SIC,&nbsp;,Fat,Event Description,Report ID
201942976,06/27/2011,1629,76,X,Employee Is Killed When Tanker Truck Rolls Over,0951510
201128337,06/27/2011,1721,77,X,"Employee Falls Off Ladder, Later Dies",0950613
200626257,06/27/2011,4813,78,X,"Employee Struck By Overturned Bucket Truck, Later Dies",0454716
201763885,06/26/2011,1389,79,X,Employee Is Killed When Gas Line Ball Valve Fails,0626600
200203677,06/25/2011,1711,80,X,Employee Is Killed When Skyjack Lift Falls Over,0418200
200813244,06/25/2011,1381,81,X,Employee Is Killed When Struck In Head By Cable,0627510
200998946,06/25/2011,7538,82,X,Employee Is Crushed And Killed By Truck,0551800
200998938,06/20/2011,5039,83,X,Employee Dies Of Heart Attack,0551800
201763877,06/20/2011,3069,84,X,"Employee Is Run Over By Forklift, Later Dies",0626600
201381373,06/18/2011,1741,85,X,Employee Is Killed In Fall From Roof,0214500
200785236,06/18/2011,1611,86,X,Employee Is Killed When Run Over By Truck,0626300
201076841,06/17/2011,7363,87,X,Employee Dies Of Non-Work-Related Medical Condition,0950632
201763869,06/16/2011,4491,88,X,Employee Is Killed By Falling Load In Ship,0626600
201345758,06/16/2011,1761,89,X,Employee Is Killed In Fall From Roof,0729700
200556553,06/16/2011,1794,90,X,Employee Dies After Fracturing Vertabra In Fall,0625700
202567590,06/14/2011,1611,91,X,Employee Is Killed When Struck By Vehicle,0420600
200264190,06/13/2011,1799,92,X,Employee Is Killed In Fall From Third-Floor Balcony,0627100
202635637,06/10/2011,1751,93,X,Employee Dies In Fall From Scissor Lift,0352410
202508404,06/09/2011,1761,94,X,Employee Dies From Injuries Sustained In Fall From Roof,0950622
202568903,06/09/2011,1711,95,X,Employee Is Killed By Carbon Monoxide Poisoning,0452110
200998888,06/08/2011,1611,96,X,Employee Is Injured When Struck By Vehicle,0551800
200359412,06/07/2011,1623,97,X,Employee Is Killed In Manhole From Suffocation,0453710
201408374,06/06/2011,1731,98,X,Employee Suffers From Heart Attack,0552651
200542124,06/06/2011,1799,99,X,Employee Is Killed In Fuel Tank Explosion,0317500
201210317,06/05/2011,1799,100,X,Employee Drowns,0257210
202220802,06/03/2011,1741,101,X,Employee Is Killed Due To Fractured Neck,0111100
200776441,06/03/2011,1721,102,X,Employee Is Injured In Fall From Ladder,0134000
200542116,05/23/2011,1611,103,X,Employee Is Killed In Skid Steer Backover,0317500
200813202,05/20/2011,1761,104,X,Employee Dies After Fall From Roof,0627510
200212926,05/20/2011,1629,105,X,Employee Is Killed By Heat Stress,0626000
200997781,05/19/2011,3462,106,X,Employee Is Killed By Forklift Truck; Another Is Injured,0551800
200515328,05/19/2011,1711,107,X,Employee Is Killed In Fall From Ladder,0552700
200003127,05/18/2011,3743,108,X,Employee Is Killed When Crushed By Railcar,0728500
200824688,05/17/2011,1611,109,X,Employee Is Killed When Hit By Dump Truck,0521400
200997823,05/17/2011,1799,110,X,Employee Is Killed In Fall When Fall Protection Fails,0551800
202316634,05/17/2011,9621,111,X,Employee Is Killed By Backing Truck,0253650
200074714,05/16/2011,7999,112,X,Employee Is Killed In Fall From Ride; Another Is Injured,0453720
200041804,05/16/2011,1799,113,X,Employee Is Killed In Building Fire,0653510
200452837,05/16/2011,2269,114,X,Employee Dies After Fall While Handling 55 Gallon Drum,0418600
200452803,05/16/2011,5651,115,X,Employee Dies After Fall From Ladder,0418600
200003101,05/16/2011,7549,116,X,Employee Dies After Wheel Assembly Fails During Inflation,0728500
200571560,05/16/2011,0783,117,X,Employee Dies After Fall From Elevated Platform,0316700
202567624,05/03/2011,7363,118,X,Employee Is Killed When Struck By Lighting Trusses,0420600
200452811,05/03/2011,7539,119,X,"Employee Is Injured When Run Over By Truck, Later Dies",0418600
201023363,05/02/2011,9199,120,X,"Employee Is Found Unresponsive, Later Dies",0950615
202567616,05/02/2011,8734,121,X,"Employee Is Burned In Explosion, Later Dies",0420600
202601944,05/02/2011,9199,122,X,Employee Shoots And Kills Self In Shed,0551703
200151561,05/02/2011,0782,123,X,"Employee Is Injured When Struck By Machine Arm, Later Dies",0214700
200381101,04/30/2011,1389,124,X,Employee Collapses And Dies After Guiding Trucks,0336000
200103869,04/29/2011,3356,125,X,Employee Dies From Natural Causes Related To Heart Disease,0522300
202469797,04/29/2011,0761,126,X,Employee Is Killed When Tractor Collides With Grader,0950643
200678290,04/27/2011,0782,127,X,Employee Drowns When Excavator Falls Into Canal,0418800
202470803,04/27/2011,0782,128,X,Employee Is Killed When Head Caught In Elevator Compartment,0950643
201273133,04/27/2011,5136,129,X,Employee Is Killed When Tornado Strikes Plant,0418300
201925450,04/26/2011,1795,130,X,"One Employee Crushed, One Employee Injures Leg In Collapse",0626700
201925443,04/22/2011,1771,131,X,"One Employee Is Killed, Two Are Injured By Runaway Truck",0626700
200103851,04/22/2011,3462,132,X,Employee Is Killed When Struck By Equipment,0522300
201408366,04/21/2011,1751,133,X,"One Employee Is Killed, Other Employees Are Injured In Fall",0552651
200678282,04/21/2011,1761,134,X,Employee Dies After Fall From Roof,0418800
202567558,04/21/2011,7389,135,X,Employee Drowns While Surveying Pond,0420600
202457057,04/21/2011,1761,136,X,Employee Is Killed In Fall Through Skylight,0950642
201023314,04/20/2011,2084,137,X,Employee Dies Of Asphyxia After Fall Into Wine Tank,0950615
201392313,04/20/2011,2421,138,X,Employee Is Killed When Crushed By Conveyer Rollers,0552652
200997773,04/20/2011,1721,139,X,Employee Dies From Asthma Attack,0551800
200997799,04/19/2011,5051,140,X,Employee Dies After Being Pinned By Backing Truck,0551800
200556454,04/18/2011,1799,141,X,Employee Killed When Crushed By House,0625700
200390250,04/18/2011,9224,142,X,Employee Dies From Heart Attack,0150900
200420230,04/18/2011,1611,143,X,Employee Dies When Crushed By Dump Truck,0420300
200645000,04/17/2011,0181,144,X,"One Employee Dies, Another Is Injured When Tractor Overturns",0627700
200272276,04/17/2011,7699,145,X,Employee Is Killed When Struck By Closing Lid,0524500
200645059,04/16/2011,1611,146,X,Employee Injured Using Skid Steer Loader,0627700
200997765,04/16/2011,3443,147,X,Employee Jumps From Elevated Platform And Is Killed,0551800
200556603,04/16/2011,1629,148,X,Employee Crushed By Falling Hydraulic Hammer,0625700
201354180,04/15/2011,7534,149,X,Employee Dies When Crushed By Front-End Loader,0419700
200813194,04/14/2011,1381,150,X,Employee Is Killed When Struck By Bale,0627510
200644995,04/14/2011,4311,151,X,Employee Is Struck And Killed By Moving Train,0627700
202457040,04/14/2011,3715,152,X,Employee Is Killed When Struck By Falling Gooseneck,0950642
200678274,04/14/2011,8744,153,X,Employee Is Killed When Pinned Between Truck And Container,0418800
202014791,04/13/2011,5172,154,X,Employee Is Killed When Struck By Oil Truck,0216000
200534162,04/13/2011,1741,155,X,Employee Falls From Swing Stage Scaffolding,0751910
202629424,04/13/2011,2048,156,X,Employee Is Killed When Caught By Feed Line Auger,0352440
200604734,04/13/2011,3492,157,X,Employee Is Killed When Struck And Pinned By Loader Bucket,0625500
200997757,04/13/2011,1611,158,X,Employee Killed By Semi Truck While Crouched In Hole,0551800
200678266,04/13/2011,5999,159,X,Employee Is Killed After Collapsing And Falling From Ladder,0418800
202635520,04/12/2011,9511,160,X,Employee Is Killed When Run Over By Truck,0352430
200556421,04/12/2011,1629,161,X,Employee Dies After Strike By Pipe,0625700
200515286,04/12/2011,7389,162,X,"Employee Is Overcome By Carbon Monoxide, Later Dies",0552700
202568671,04/11/2011,5211,163,X,Employee Is Killed When Crushed By Granite Slab,0452110
200452787,04/11/2011,0783,164,X,Employee Dies After Fall From Bucket While Felling Tree,0418600
202477139,04/11/2011,5093,165,X,Employee Is Crushed Between Truck Cab Underbody And Tire,0950636
200272268,04/11/2011,2499,166,X,Employee Is Struck And Killed By Train,0524500
200264141,04/10/2011,0721,167,X,Employee Dies From Herbicide Poisoning,0627100
200041887,04/10/2011,5399,168,X,Employee Dies From Heart Disease And Positional Asphyxia,0653510
200556439,04/10/2011,2679,169,X,Employee Is Crushed When Forklift Tips Over,0625700
201363678,04/09/2011,3634,170,X,Employee Dies After Accident With Forklift,0419400
200902575,04/08/2011,4226,171,X,Employee Is Killed In Toluene Fire,0418400
202368775,04/07/2011,2657,172,X,Employee Is Killed When Struck By Bale Of Plastic Fiber,1055320
200922060,04/07/2011,"2411,7699,3553,3548",173,X,Employee Is Burned In Chipping Machine Explosion,0355112
201345642,04/07/2011,3089,174,X,"Employee Falls From Ladder, Later Died",0729700
201942935,04/07/2011,3499,175,X,Employee Is Killed When Struck By Boom,0951510
201773645,04/06/2011,4212,176,X,Employee Is Injured When Crushed By Tractor Trailer,0213900
200556405,04/05/2011,4212,177,X,Employee Is Run Over By Recycling Truck,0625700
200556397,03/31/2011,1381,178,X,Employee Is Struck And Killed When Piping Overpressurizes,0625700
200678340,03/31/2011,7532,179,X,Employee Dies From Chemical Exposure,0418800
200759025,03/30/2011,5093,180,X,Employee Is Killed In Operational Machine,0522500
200678258,03/30/2011,4491,181,X,Employee Is Struck And Killed By Falling Reefer,0418800
200824647,03/29/2011,4911,182,X,Falling Crossarm Section Kills Employee,0521400
200151553,03/29/2011,4953,183,X,Employee Is Caught In Machine And Killed,0214700
202561189,03/29/2011,1711,184,X,Employee Falls From Ladder And Later Dies,0950411
200922110,03/29/2011,2411,185,X,Employee Is Struck And Killed By Tree Limb,0355111
200922664,03/29/2011,0811,186,X,Employee Is Struck And Killed By Fallen Tree,0355118
202080842,03/28/2011,5087,187,X,Employee Falls From Elevation And Is Killed,0453730
200220390,03/28/2011,4491,188,X,Employee Is Struck By Forklift And Later Dies,0316300
202552824,03/28/2011,8211,189,X,Employee Dies From Natural Cause,0950631
201312154,03/28/2011,5719,190,X,Employee Is Killed In Fall From Ladder,0213400
201693801,03/24/2011,3731,191,X,Employee Is Killed In Fall From Scaffold,0950662
201763828,03/24/2011,5261,192,X,Employee Is Killed When Bike Falls Off Loading Dock,0626600
200691061,03/23/2011,7542,193,X,Employee Is Killed When Drum Explodes,0112600
201956307,03/23/2011,1761,194,X,Employee Is Electrocuted While Erecting Scaffold,0522000
201345618,03/23/2011,1611,195,X,Employee Is Shot And Killed By Spouse,0729700
200998573,03/23/2011,3566,196,X,Employee Is Killed When Struck By Machine Components,0551800
200203636,03/22/2011,1611,197,X,Employee Dies After Being Struck By Excavator Arm,0418200
200515260,03/22/2011,9621,198,X,Employee Drowns When Backhoe Slides Into Water,0552700
200714137,03/21/2011,1791,199,X,Employee Is Killed In Fall From Roof,0636900
201076478,03/21/2011,4212,200,X,Employee Is Killed When Run Over By Garbage Truck,0950632
200881829,03/20/2011,0241,201,X,Employee Is Crushed And Killed By Cows,0215800
202568556,03/20/2011,4121,202,X,Employee Is Shot And Killed In Taxi,0452110
201763810,03/19/2011,1389,203,X,Employee Falls From Derrick And Dies,0626600
202612818,03/19/2011,5812,204,X,Employee Falls From Top Of Truck And Is Killed,0950612
201925393,03/18/2011,1791,205,X,"One Employee Killed, Others Injured In Steel Collapse",0626700
200556413,03/18/2011,1611,206,X,Employee Is Killed When Run Over By Truck,0625700
202528485,03/18/2011,0762,207,X,Employee Is Killed When Run Over By Loader,0420600
202334462,03/18/2011,8744,208,X,Employee Gets Fatally Crushed By Dump Truck Container,0253420
202064317,03/17/2011,1742,209,X,Employee Gets Struck-By Metal Wall Panels,0420100
200831592,03/17/2011,"5093,4212",210,X,Employee Is Fataly Crushed By Tractor,0215600
201614740,03/16/2011,2421,211,X,Employee Gets Fatally Struck-By A Piece Of Lumber,1054113
202023800,03/16/2011,1742,212,X,Employee Gets Caught Between Structures And Dies,0316100
202491437,03/16/2011,1799,213,X,Employee Gets Crushed By Bucket Truck And Soffit,0950621
201262920,03/14/2011,5093,214,X,Employee Dies When Crushed By Powered Industrial Truck,0524200
202528469,03/14/2011,3769,215,X,Employee Dies In Fall From Shittle Launch Structure,0420600
201273117,03/14/2011,4213,216,X,Employee Is Killed When Run Over By Tractor Trailer,0418300
202469771,03/14/2011,9411,217,X,Employee Collapses And Dies,0950643
202528451,03/13/2011,7996,218,X,Employee Is Struck By Amusement Ride Cart And Dies,0420600
200359057,03/13/2011,3312,219,X,Employee Dies From Heart Attack,0453710
202521019,03/12/2011,0761,220,X,Employee Collapses An Dies During Crop Harvesting,0950624
202568663,03/11/2011,0783,221,X,Employee Is Killed When Struck By Fallen Tree,0452110
201273109,03/11/2011,1629,222,X,Employee Is Killed In Fall From Water Tank,0418300
202528477,03/11/2011,5084,223,X,Employee Is Crushed And Killed By Falling Platform,0420600
200923233,03/11/2011,4213,224,X,Employee Is Killed When Crushed Between Two Trailers,0355118
200813186,03/11/2011,1389,225,X,Employee Is Killed When Crushed Between Trailer And Forklift,0627510
200902641,03/10/2011,4911,226,X,Employee Is Killed In Fall From Transmission Structure,0418400
200534105,03/10/2011,3523,227,X,Employee Is Killed When Pinned By Overturned Tractor,0751910
200785160,03/10/2011,3728,228,X,"Employee Is Injured In Fall From Tractor Trailer, Later Dies",0626300
200556363,03/09/2011,1381,229,X,Employee Is Killed When Crushed Between Truck And Tank,0625700
200534113,03/08/2011,1629,230,X,"Employee Is Struck By Flying Metal, Later Dies",0751910
202158606,03/08/2011,4311,231,X,Employee Is Killed When Porch Collapses,0522900
200998557,03/08/2011,3312,232,X,"Employee Is Injured In Fall From Scissor Lift, Later Dies",0551800
200678233,03/07/2011,5063,233,X,Employee Dies After Being Pinned Between Tractor Trailors,0418800
200515252,03/07/2011,4151,234,X,Employee Is Crushed And Killed By Garage Door,0552700
201773611,03/07/2011,4812,235,X,Employee Dies In Fall From Building,0213900
200556389,03/06/2011,1799,236,X,Employee Is Overcome By Hydrogen Sulfide And Dies In Fall,0625700
201581097,03/05/2011,1622,237,X,Employee Is Killed When Struck By Bow Spud,1032300
200922565,03/04/2011,1521,238,X,Employee Trying To Aid Coworker Is Killed In Fall From Roof,0355114
200644987,03/04/2011,5812,239,X,Employee Dies After Fall Onto Overloaded Dumbwaiter,0627700
200359461,03/02/2011,8011,240,X,Employee Commits Suicide,0453710
200571545,03/02/2011,3999,241,X,Employee Is Struck And Killed By Falling Load,0316700
202528444,03/02/2011,7389,242,X,Employee Is Killed When Run Over By Truck,0420600
201273091,03/02/2011,4231,243,X,Employee Is Killed When Crushed By Trailer,0418300
200053874,03/01/2011,0211,244,X,Employee Is Killed When Engulfed In Grain Bin,0728900
201562600,03/01/2011,3273,245,X,Employee Dies Of Toxic Chemical Exposure,0854910
200604767,02/28/2011,6021,246,X,Employee Is Killed In Fall Through Access Panel,0625500
201763802,02/28/2011,5411,247,X,Employee Is Killed By Falling Equipment; Another Is Injured,0626600
202520995,02/28/2011,0179,248,X,Employee Dies Of Heart Attack,0950624
200626109,02/28/2011,1611,249,X,Employee Dies From Apparent Drowning,0454732
201494788,02/28/2011,2011,250,X,Employee Is Killed When Caught In Meat Blender,0950625
202252219,02/26/2011,9224,251,X,Employee Dies From Hantavirus Exposure,0953210
200074656,02/25/2011,2951,252,X,Employee Struck By Truck,0453720
200123248,02/25/2011,0241,253,X,Employee Trampled By Bull,0523400
200556348,02/25/2011,4491,254,X,One Employee Killed And Two Injured In Tire Explosion,0625700
202080859,02/25/2011,9221,255,X,Employee Struck By Distraction Device And Dies,0453730
202627659,02/24/2011,1542,256,X,Employee Dies From Electrical Shock,0950633
202542452,02/24/2011,7349,257,X,Employee Falls From Roof And Dies,0950641
200381143,02/23/2011,0783,258,X,Employee Is Killed When Struck By Tree,0336000
200264117,02/23/2011,0851,259,X,Employee Involved In Tree Cutting Accident,0627100
201925385,02/23/2011,4741,260,X,Employee Is Killed From Asphyxia,0626700
202005468,02/22/2011,5169,261,X,Employee Dies From Heart Attack,0317000
200359073,02/22/2011,9999,262,X,Employee Dies From Heart Attack,0453710
200813178,02/21/2011,1381,263,X,"One Employee Killed, Another Injured, Relocating Stabilizer",0627510
202552733,02/21/2011,7371,264,X,Employee Dies From Heart Attack,0950631
200785152,02/20/2011,7933,265,X,Employee Is Killed When Crushed By Pinsetter Machine Parts,0626300
202528428,02/20/2011,1799,266,X,Employee Is Killed In Fall From Communication Tower,0420600
201752052,02/19/2011,1761,267,X,Employee Dies From Asphyxiation,0830600
202368734,02/19/2011,4213,268,X,Employee Is Killed When Struck By Tractor Trailer,1055350
201639952,02/18/2011,2411,269,X,Employee Is Killed When Struck By Falling Tree,1054111
202568689,02/17/2011,5083,270,X,Employee Is Killed When Struck By Motor Vehicle,0452110
201381357,02/17/2011,1611,271,X,Employee Is Killed When Struck By Motor Vehicle,0214500
200824621,02/17/2011,5074,272,X,Employee Is Killed When Run Over By Truck,0521400
200714103,02/16/2011,4493,273,X,Employee Drowns While Checking Water Lines,0636900
200831584,02/16/2011,7219,274,X,Employee Is Killed When Scarf Becomes Caught In Rollers,0215600
200103810,02/16/2011,8999,275,X,"Employee Is Caught Between Tank And Door, Later Dies",0522300
200902559,02/16/2011,7353,276,X,Employee Falls From Platform And Strikes Head; Later Dies,0418400
202368767,02/15/2011,4213,277,X,Employee Is Killed In Traffic Accident,1055320
200053841,02/15/2011,5051,278,X,Employee Is Killed When Struck By Falling Rack,0728900
201773595,02/15/2011,4213,279,X,Employee Is Crushed And Killed By Falling Undercarriage,0213900
201371457,02/14/2011,2426,280,X,Employee Is Caught In Auger And Is Killed,0317700
202368726,02/14/2011,9512,281,X,Employee Is Crushed And Killed In Rotating Blades,1055330
202334223,02/14/2011,8744,282,X,Employee Is Crushed By Unattended Rolling Truck,0253420
200998532,02/14/2011,5051,283,X,Employee Is Crushed By Rolling Fork Truck,0551800
200272243,02/13/2011,3499,284,X,Employee Falls From Unprotected Catwalk And Dies,0524500
170786115,02/12/2011,0179,285,X,"Employee Collapses While Planting Tree, Later Dies",0950621
200381085,02/12/2011,3312,286,X,Employee Is Struck And Killed By Front End Loader,0336000
200691053,02/12/2011,0783,287,X,"Employee Falls From Building, Later Dies",0112600
200841971,02/11/2011,0783,288,X,Employee Is Killed When Struck By Falling Tree,0524530
202627550,02/11/2011,3272,289,X,Employee Is Killed By Falling Pipe,0950633
200881795,02/11/2011,0191,290,X,Employee Is Killed In Fall Through Skylight,0215800
201494705,02/11/2011,0723,291,X,Employee Is Killed When Caught In Auger,0950625
200922102,02/11/2011,0711,292,X,Employee Is Killed When Caught In Equipment,0355111
202552642,02/11/2011,7011,293,X,Employee Dies Of Heart Attack,0950631
200123230,02/11/2011,3714,294,X,"Employee Strikes Head On Machine, Later Dies",0523400
201639929,02/10/2011,5181,295,X,Employee Is Struck By Falling Boxes And Is Killed,1054112
200644979,02/09/2011,7623,296,X,Employee Is Killed In Fall Through Skylight,0627700
202568580,02/09/2011,4959,297,X,Employee Is Struck And Killed By Box Truck,0452110
200123222,02/08/2011,5093,298,X,Employee Is Killed When Clothes Are Caught In Conveyor,0523400
201763786,02/08/2011,5063,299,X,"Employee Is By Pressurized Hose, Later Dies",0626600
200534071,02/08/2011,8211,300,X,Employee Is Run Over By Snow Removal Vehicle And Is Killed,0751910
202494381,02/07/2011,7011,301,X,Employee Dies Of Natural Causes,0215000
201925377,02/07/2011,4231,302,X,Employee Is Asphyxiated After Fall Into Tank; Later Dies,0626700
200881803,02/07/2011,2421,303,X,Employee Is Killed When Caught In Saw,0215800
200813160,02/07/2011,1381,304,X,Employee Is Electrocuted By Motor,0627510
200012920,02/06/2011,5141,305,X,Employee Is Killed When Thrown From Forklift,0729300
201354149,02/04/2011,4813,306,X,Employee Is Killed When Struck By Vehicle,0419700
200375400,02/04/2011,3469,307,X,Employee Is Killed In Fall Into Tank Of Molten Salt,0454510
201312147,02/03/2011,1742,308,X,Employee Is Injured In Fall From Scissor Lift,0213400
201773603,02/03/2011,1751,309,X,Employee Falls From Roof And Dies,0213900
201283405,02/01/2011,1799,310,X,Employee Is Killed By Overexposure To Methylene Chloride,0418100
200776268,02/01/2011,1542,311,X,"Employee Suffers Heart Attack, Later Dies",0134000
202494217,01/31/2011,1711,312,X,Employee Falls And Dies While Removing Plumbing,0215000
200542082,01/31/2011,1731,313,X,Employee Dies After Falling From Basket On Forklift,0317500
201925369,01/28/2011,1741,314,X,"Employee Falls While Coating Stucco, Later Dies",0626700
200033785,01/27/2011,3297,315,X,Employee Falls From Roof And Later Dies,0521700
200785269,01/26/2011,5541,316,X,Employee Is Struck And Killed By Tractor Trailer,0626300
200357416,01/26/2011,5032,317,X,"Employee Is Struck By Falling Stone Slabs, Later Dies",0453710
201682135,01/25/2011,0811,318,X,Employee Is Struck And Killed By Falling Object,1050210
200381077,01/25/2011,1794,319,X,Employee Is Killed When Crushed Between Loader And Dumpster,0336000
200998524,01/25/2011,1742,320,X,Employee Is Killed When Caught Between Aerial Lift And Beam,0551800
200626083,01/25/2011,1622,321,X,Employee Is Killed When Struck By Track Hoe Bucket,0454714
200359016,01/24/2011,1711,322,X,Employee Dies Of Heart Attack,0453710
202494191,01/24/2011,2041,323,X,Employee Is Killed When Arm Caught In Extruder,0215000
202089553,01/24/2011,3479,324,X,Employee Is Struck And Killed When Grinding Wheel Explodes,0524700
200534022,01/24/2011,1622,325,X,Employee Is Killed When Struck By Wale System,0751910
200264158,01/24/2011,1389,326,X,Employee Falls From Platform And Later Dies From Infection,0627100
201023207,01/23/2011,0721,327,X,Employee Is Run Over By Tractor And Later Dies,0950615
201354131,01/22/2011,1795,328,X,Crane Overturns And Kills Employee,0419700
